nct_id,title,overall_status,conditions,sex,minimum_age_years,maximum_age_years,countries,phases,interventions,eligibility_text,brief_summary,last_update,source_url
NCT07170150,A Clinical Trial of Trontinemab in Participants With Early Symptomatic Alzheimer's Disease,RECRUITING,"[""Alzheimers Disease""]",ALL,50.0,90.0,"[""Argentina"", ""Australia"", ""Brazil"", ""Canada"", ""Denmark"", ""France"", ""Germany"", ""Italy"", ""Japan"", ""Netherlands"", ""Poland"", ""South Korea"", ""Spain"", ""Switzerland"", ""United Kingdom"", ""United States""]","[""PHASE3""]","[""Placebo"", ""Trontinemab""]","Inclusion Criteria:

* Willingness and ability to complete all aspects of the study (including MRI, clinical genotyping, and PET imaging or CSF as applicable) for the duration of the study. The participant should be capable of completing assessments either alone or with the help of the study partner
* Adequate visual and auditory acuity, in the investigator's judgment, sufficient to perform the neuropsychological testing (eyewear and hearing aids are permitted)
* Evidence of AD pathological process, as confirmed on amyloid PET scan. A CSF tau181/Aβ42 ratio may be used as an alternative option if amyloid PET is not available
* Probable AD dementia or MCI due to AD, also known as an Alzheimer's clinical syndrome clinical Stage 3 or Stage 4
* Screening MMSE score ≥ 22 and CDR-GS of 0.5 or 1.0
* Participant- and/or Informant-reported history of cognitive decline with gradual onset and progression over the last 1 year before screening
* A Repeatable Battery for the Assessment of Neuropsychological Status Delayed Memory Index (RBANS DMI) score of 85 or order
* Availability of a ""study partner"" as defined by the protocol

Exclusion Criteria:

* Any evidence of a condition other than AD that may affect cognition
* History or presence of clinically significant cerebrovascular disease
* History of severe, clinically significant (persistent neurologic deficit or structural brain damage) central nervous system (CNS) trauma
* History or presence of clinically significant intracranial mass
* MRI evidence of significant cerebral abnormalities or inability to tolerate MRI procedures or contraindication to MRI
* Any other medical conditions (e.g., cardiovascular, hepatic, renal disease) which are not stable and adequately controlled or which in the opinion of the investigator could affect the participant's safety in the study or interfere with the study assessments
* History of malignancy with the following exceptions: if considered to be cured; malignancies with a negligible risk of metastasis or death",The purpose of this study is to assess the efficacy and safety of trontinemab in participants with early symptomatic Alzheimer's disease (AD) (mild cognitive impairment \[MCI\] to mild dementia due to AD).,2026-08-06,https://clinicaltrials.gov/study/NCT07170150
NCT07172633,Effects of Dementia Scenario-Based Simulation Teaching Combined With Virtual Technology Among Nursing Students,RECRUITING,"[""Dementia Simulation-based Teaching""]",ALL,18.0,40.0,"[""Taiwan""]","[""NA""]","[""scenario-based simulation teaching with virtual technology"", ""traditional dementia case discussions""]","Inclusion Criteria:

* college nursing students with ages ranging from 18 to 40 years,
* Taiwanese nationality,
* provide informed consent to participate in the study.

Exclusion Criteria:

* college nursing students who do not meet the inclusion criteria","This study aims to evaluate the effects of scenario-based simulation teaching with virtual technology on dementia knowledge, empathy, communication, and assessment skills among nursing students.",2025-11-18,https://clinicaltrials.gov/study/NCT07172633
NCT07172815,PDE5 Inhibitor for Alzheimer's Disease,NOT_YET_RECRUITING,"[""Alzheimer Disease""]",ALL,50.0,,[],"[""PHASE2""]","[""Placebo"", ""tadalafil""]","Inclusion Criteria:

1. Capable of giving and capacity to give informed consent.
2. An individual who can act as a reliable study partner with regular contact.
3. Participants must meet the clinical criteria of MCI or AD.
4. Age from 50 years.
5. Mini-Mental State Examination (MMSE) score of 22-28.
6. Rosen Modified Hachinski Ischemic score ≤4.
7. Fluency in English and evidence of adequate premorbid intellectual functioning
8. Likely to be able to participate in all scheduled evaluations and complete all required tests.

Exclusion Criteria:

1. Any contraindications to the use of tadalafil.
2. Significant neurological disease other than MCI due to AD that may affect cognition.
3. MRI/CT showing unambiguous aetiological evidence of cerebrovascular disease.
4. Current presence of a clinically significant major psychiatric disorder.
5. Current clinically significant systemic illness that is likely to result in deterioration of the patient's condition or affect the patient's safety during the study.
6. Any previous enrolment in clinical trials within the last 3 months.
7. History of epilepsy, where seizures or treatment could have contributed to cognitive impairment.
8. ST Elevation Myocardial infarction within the last 1 year.
9. History of cancer within the last 5 years, except localised skin cancer.
10. Other clinically significant abnormality on physical, neurological or laboratory examination that could compromise the study or be detrimental to the patient.
11. History of alcohol or drug dependence or abuse within the last 2 years.
12. Current use of narcotic medications which could affect cognition.
13. Patients who have been involved in a monoclonal antibody study are excluded unless it is known that they were receiving placebo in that trial.
14. Women of childbearing potential.
15. Any contraindications to MRI scanning, including contraindications for the use of contrast agents, such as renal failure with the estimated glomerular filtration rate of less than 30 ml/minute or known allergy to gadolinium-based contrast agents.
16. Hypersensitivity to PDE-5 inhibitors.
17. Patients who are taking nitrates (see detailed list of nitrate medications in section 7.5).
18. Severe cardiac diseases.
19. Patients with unstable angina or angina occurring during exercise or patients with symptomatic coronary artery disease.
20. Patients with New York Heart Association Class 2 or greater heart failure in the last 6 months.
21. Patients with uncontrolled arrhythmias, hypotension (\< 90/50 mmHg), or uncontrolled hypertension.
22. Patients with a stroke within the last 6 months.
23. Patients with pericardial constriction.
24. Patients with life-threatening arrhythmias.
25. Patients with severe renal impairment, defined by eGFR \<30 mL/min/1.73 m² or the need for dialysis, and severe hepatic Impairment or any evidence of hepatic failure.
26. Any other contraindication listed in SmPC.
27. Patients who take one or more of the following medications: PDE-5 inhibitors other than tadalafil, any other investigational drugs other than tadalafil, potent inhibitors of CYP3A4 (see detailed list of drugs and consumables in section 7.5), any anti-amyloid or anti-tau therapies, any other investigational therapies for Alzheimer's disease, and any therapy that may affect Alzheimer's disease, as per the judgement of the Investigator.
28. \[Only applicable for those agreeing to undertake an optional lumbar puncture\] Any contraindications of lumbar puncture, including raised intracranial pressure (ICP) with suspected mass effect, skin infections at the puncture site, suspected spinal epidural abscesses, and cellulitis. Individuals with bleeding disorders that may increase the risk of bleeding (e.g. known bleeding diathesis, anticoagulant therapy, thrombocytopenia, abnormal coagulation parameters like prolonged Prothrombin Time (PT), prolonged activated Partial Thromboplastin Time (aPTT), and abnormal International Normalized Ratio (INR) will be excluded from having lumbar puncture.","Alzheimer's disease is the most common cause of dementia in the elderly population. The disease is characterised by the presence of abnormal proteins in the brain, primarily β-amyloid (Aβ) and tau. Recent evidence suggests that Phosphodiesterase-5 (PDE-5) enzyme inhibitors may hold therapeutic promise in the treatment of early AD. Findings showed that daily low-dose tadalafil (a PDE5 inhibitor that can cross the BBB) administration in patients with erectile dysfunction and MCI increased relative regional cerebral blood flow in the postcentral gyrus, precuneus, and brainstem. However, the long-term effects of tadalafil on AD progression and biomarkers are not known. However, there is limited evidence regarding its safety and efficacy in AD patients. The primary objective of this study is to assess the safety and tolerability of long-term (1 year) tadalafil treatment in patients who are Aβ-positive MCI and early AD based on NIA-AA criteria. Additionally, the secondary objective of this study is to assess the change in cognitive performance from baseline to follow-up, evaluated using neuropsychometric testing, in MCI and AD patients who are undergoing treatment with tadalafil for 1 year.",2025-09-15,https://clinicaltrials.gov/study/NCT07172815
NCT07176286,18F-mFBG Cardiac Uptake With Lewy Body Dementia,RECRUITING,"[""Parkinson Disease (PD)"", ""Lewy Body Dementia (LBD)""]",ALL,18.0,,"[""United States""]","[""PHASE2""]","[""18F-MFBG""]","Inclusion Criteria:

* 1\. ≥18 years of age at study entry. 2. Able and willing to comply with study procedures and signed and dated informed consent is obtained.

  3\. A male or a female who is either surgically sterile (has had a documented bilateral oophorectomy and/or hysterectomy), postmenopausal (cessation of menses for more than 1 year), non-lactating, or of childbearing potential for whom the result of a serum pregnancy test performed at screening is negative.

  4\. All subjects: Judged clinically stable for at least 30 days before enrolment into the study and remains stable to the time of the study imaging procedure.

For Lewy body disease subjects (Study Cohort I):

5\. The subject has a diagnosis of either PD or DLB based on accepted clinical criteria at least 6 months before enrollment into the study.

For non-Lewy body disease subjects (Study Cohort II):

6\. The subject has a diagnosis of neurological or neurodegenerative disease for which neither PD nor DLB is judged likely by a neurologist based on accepted clinical and imaging criteria.

Exclusion Criteria:

* 1\. Previously entered into this study or has participated in any other investigational product or medical device study within 30 days of enrollment.

  2\. History or suspicion of significant allergic reaction or anaphylaxis to any components of the 18F-mFBG imaging agent.

  3\. Presents with any other clinically active, serious, life-threatening disease with a life expectancy of less than 1 year or where participation in the study might compromise the management of the subject or other reason that in the judgment of the investigator(s) makes the subject unsuitable for participation in the study.

  4\. Documented ischemic heart disease (prior myocardial infarction, unstable angina, etc) or a diagnosis of heart failure of ischemic or non-ischemic etiology.

  5\. Serious non-cardiac medical condition associated with significant elevation of plasma catecholamines including pheochromocytoma.

  6\. The subject is claustrophobic or has a movement disorder that prevents him/her from lying still in a supine position for up to 20 minutes.

  7\. Renal insufficiency (serum creatinine \>3.0 mg/dL). 8. Uses medications that are known to interfere with uptake of NET-dependent agents and these medications cannot be safely withheld 24 hours before study procedures.

  9\. Participated in a research study using ionizing radiation in the previous 12 months such that participation in the study might result in a total effective dose from research procedures exceeding 50 milliSieverts during that time interval.",This is a Phase 2 study evaluating the positron-emitting radiopharmaceutical 18F-mFBG as an imaging agent for quantification of the effect of neurodegenerative diseases on myocardial sympathetic innervation. Effectiveness of 18F-mFBG imaging of the heart will be judged in terms of the quantitative difference between results for subjects with Lewy body and non-Lewy body neurologic disease as compared to historical data for healthy control subjects.,2026-07-01,https://clinicaltrials.gov/study/NCT07176286
NCT07177352,Screening Study to Determine Individuals With Potential Trial Eligibility for Alzheimer's Disease Studies,RECRUITING,"[""Alzheimers Disease""]",ALL,50.0,90.0,"[""Argentina"", ""Australia"", ""Brazil"", ""Canada"", ""China"", ""Denmark"", ""Italy"", ""Japan"", ""Poland"", ""Puerto Rico"", ""South Korea"", ""Spain"", ""Taiwan"", ""United States""]","[""PHASE3""]","[""No Intervention""]","Inclusion Criteria:

* Ability and willingness to participate in an interventional clinical study, including meeting key eligibility criteria of linked interventional Roche AD studies (e.g., specific age ranges)
* Ability and willingness to receive information about potential eligibility in an associated interventional Roche AD study

Exclusion Criteria:

* Dependency in basic activities of daily living (bADLs) due to cognitive impairment
* Visual or auditory impairment that would prevent them from performing the cognitive assessments (eyeglasses and hearing aids are permitted)
* Any self-reported evidence or known diagnosis of a neurological or neurodegenerative condition that may lead to cognitive impairment other than AD
* History of severe, clinically significant central nervous system trauma
* Any serious medical condition that precludes a participant's safe participation and completion of a clinical study
* For participants with a clinical diagnosis of MCI or mild AD: Previous AD diagnosis based on biomarker confirmation with an approved or validated rule in method (e.g., amyloid PET or cerebrospinal fluid, blood biomarker) is exclusionary",This study is a pre-screening process used to assess participants' potential eligibility for Roche interventional Alzheimer's disease studies.,2026-08-21,https://clinicaltrials.gov/study/NCT07177352
NCT07178210,Robotic-Enabled Microsurgical Intervention for Neurodegenerative Disease,RECRUITING,"[""Alzheimer Disease"", ""Lymphatic Obstruction""]",ALL,50.0,,"[""United States""]","[""NA""]","[""Symani Surgical System""]","Inclusion Criteria:

1. 50 to 80 years of age
2. Patients who are of childbearing potential must agree to use a medically acceptable form of contraception for the duration of the study
3. Patient has confirmed mild to moderate Alzheimer's Disease according to the National Institute of Aging-Alzheimer's Association (NIA-AA) criteria
4. Patient has a positive amyloid PET test and/or a positive CSF t-tau/amyloid-beta-42 test
5. Patient has an MMSE score within the mild to moderate range (21-26 and 10-20)
6. Patient has CDR-SB score within the mild to moderate range; mild is 4.5to 9.0 and moderate is 9.5 to 15.5
7. Patient has confirmed extracranial lymphatic abnormalities in the head and neck region as identified by preoperative imaging
8. Investigator deems the candidate acceptable for lymphatic surgery with a robotic-assisted microsurgical anastomosis in accordance with the Symani System's Instructions for Use (IFU)
9. Patient or their legally authorized representative agrees to participate in the study, return for all required follow-up visits, complete all study procedures, and has willingly provided written informed consent after receiving all information related to the study, its requirements, and the robotic assisted procedure

Exclusion Criteria:

1. Patient (or their legally authorized representative) is unwilling to provide informed consent
2. Patient has suspected dementia of other type, e.g., Lewy body, frontotemporal disorder, vascular, etc.
3. Patient has documented or suspected neurological or intracranial conditions such as cerebrovascular accident, tumors, intracranial space occupying lesions, seizures or other intracranial/neurological conditions that may affect their safety in the study.
4. History of head and neck radiation exposure
5. Patient with severe kidney disease (GFR \<30 mL/min/1.73m2)
6. Patient with acute kidney injury
7. Active systemic infection under treatment with intravenous antibiotics
8. Patient has a modified Rankin Score (mRS) of \>4
9. Clinically significant cardiovascular, digestive, respiratory, endocrine, or central nervous system disorders, previous mental disorders, untreated sleep apnea, or other disorders that may significantly affect the data collection or the ability to comply with the protocol per the investigator's discretion
10. Known history of significant bleeding, coagulopathy, or Von Willebrand's disease
11. Patient with an active cancer diagnosis and/or currently receiving treatment for cancer or has received treatment within the past 6 months
12. Patient is currently receiving treatment or has been treated with anti-amyloid-beta monoclonal antibody therapy within the past 3 months
13. Patient has contraindication for MRI or intrathecal administration of gadobutrol
14. Currently enrolled in any other investigational clinical studies that the investigator believes may impact patient safety or study outcomes
15. Patient is ineligible to participate for other reasons in the judgment of the investigator",The objective of this investigational device exemption (IDE) study is to evaluate the safety and feasibility of using the Symani System and microsurgical techniques in the deep cervical lymph node (dCLN) region in the setting of mild to moderate Alzheimer's disease and lymphatic abnormalities.,2026-08-24,https://clinicaltrials.gov/study/NCT07178210
NCT07178678,Evaluation of the Safety and Efficacy of NeuroEPO in Subjects With Mild to Moderate Alzheimer's Disease,NOT_YET_RECRUITING,"[""Mild Alzheimer&#39;s Disease"", ""Moderate Alzheimer&#39;s Disease""]",ALL,50.0,,"[""Canada""]","[""PHASE2""]","[""NeuroEPO"", ""Placebo""]","Inclusion Criteria:

* Patients \>= 50 years of age, to reflect the population that will be treated and to avoid younger populations who may be suffering dementia from a cause other than Alzheimer's Disease.
* Patients with Global Deterioration Scale (GDS) between 3 to 5 points (inclusive).
* Clinical Dementia Rating (CDR) - GS score 1-2 at screening.
* Patients with permeable airways.
* Patients (or caregiver, if the patient cannot) grant consent to participate in the study by signing the informed consent form.
* Patient with caregiver is physically and mentally willing to collaborate with the investigation.
* Mini-Mental State Examination (MMSE) score between 14 and 26 (inclusive) at screening

Exclusion Criteria:

* Evident mental disability or other limitation that prevents the patient or caregiver from administering the study evaluations.
* Patients with neurological symptoms or signs that suggest another cause of dementia.
* Skull trauma or recent intracranial surgery.
* Known clotting disorders.
* Use of anticoagulants, a medication to prevent harmful blood clots (warfarin, heparin or NOAC).
* Patients where coexistence of another disease or condition that may lead to significant disability (cancer, septic embolism, endocarditis, myeloproliferative disease, creatinine\> 3 mg / dl (265µmol / L), hyperkalemia \> 5.0 mmol / L, chronic/severe liver or kidney or heart disorders.
* Patients with a history of hypersensitivity to rhEPO.
* Patients with known allergy to any ingredients of the product.
* Patients who present nasal irritation (sneezing) or a runny nose before starting treatment.
* Patients who present asthma attack at the beginning of the treatment.
* Patients receiving treatment with AChE-I or Memantine who are not stable for 12-weeks prior to screening.
* Patients receiving treatment with psychoactive that can compromise the clinical trial results or neuropsychological tests.
* Patients with a history of alcoholism and/or drug dependence.
* Patients with chronic rhinosinusitis.
* Have a history of abnormal nasal or sinus symptoms.
* Have prior skull fracture or abnormality (nasal defect, deviated septum).
* Have recent nasal trauma (fracture in the last 2 months).
* Have any prior sinus or nose surgery (rhinoplasty).
* Have known bleeding problem (low platelets-thrombocytopenia), recurrent nose bleeds (\>3 year).
* Have acute inflammation inside the nose.
* Congenital cranial facial disorders.","The goal of this clinical trial is to test if NeuroEPO improves or maintains cognition in adults with mild to moderate Alzheimer's Disease using a cannula attached to a syringe for delivery. It will also learn the safety of NeuroEPO. The main questions it aims to answer are:

Does NeuroEPO lower or maintain a person's cognition who has been diagnosed with Alzheimer's Disease? What medical problems do participants have when taking NeuroEPO?

Researchers will compare NeuroEPO to a placebo (a look-alike substance that contains no drug) to see if NeuroEPO works to treat Alzheimer's Disease.

Participants will:

Take NeuroEPO or a placebo three times a week for one year Visit the clinic to determine eligibility, for cognitive testing and blood tests at the start and end of the trial and at 1, 2, 6 and 12 months for check ups and blood collection",2025-09-17,https://clinicaltrials.gov/study/NCT07178678
NCT07180147,Arlington Longitudinal Optimal Healthy Aging Study (ALOHA),ACTIVE_NOT_RECRUITING,"[""Alzheimer Disease (AD)"", ""Cardio Vascular Disease"", ""Mild Cognitive Impairment (MCI)"", ""Frailty Syndrome"", ""Disability Physical"", ""Hypertension"", ""Metabolic Syndrome (MetS)"", ""Healthy Aging"", ""Obesity &Amp; Overweight""]",ALL,50.0,,"[""United States""]",[],[],"Inclusion Criteria:

* Age 50 years or older at time of enrollment
* Residing in the Washington, District of Columbia (DC)., Maryland, or Virginia metropolitan areas
* Community-dwelling (living independently or with minimal assistance)
* Able to participate in physical and cognitive assessments
* Able to provide informed consent
* Willing to return for annual follow-up assessments for up to 5 years

Exclusion Criteria:

* Diagnosis of dementia or significant cognitive impairment that prevents informed consent or participation in assessments
* Severe physical disability or medical condition that precludes participation in study assessments (e.g., unstable cardiac condition, severe mobility limitation)
* Current diagnosis of a terminal illness with life expectancy less than 12 months
* Residing in a long-term care facility or nursing home at time of enrollment
* Inability to communicate in English or Spanish (study materials available in these languages only)
* Participation in another interventional trial that could confound study results","The Arlington Longitudinal Optimal Healthy Aging (ALOHA) Study is a community-based research project led by the Marymount University Center for Optimal Aging (MCOA). The study is designed to help older adults in the Washington, D.C., Maryland, and Virginia (DMV) area maintain independence, mobility, wellbeing and brain health as they age.

Adults aged 50 years and older will receive a comprehensive health assessment at the study site, Center for Optimal Aging- ALOHA Lab at Marymount University (MU) Ballston Campus in Arlington, Virginia. The assessment includes physical and cognitive testing, health and medical history, lifestyle surveys, and biometric measures such as blood pressure, grip strength, body composition by the InBody system, balance and gait speed. Participants will receive their results in a personalized ""Health Passport,"" which summarizes findings and provides tailored recommendations to help manage modifiable health risk factors-such as those linked to Alzheimer's disease, cardiovascular disease, frailty syndrome, and depression.

Participants will return annually for up to 5 years to repeat assessments and receive updated health and wellness recommendations. The study will track changes in health over time and explore the impact of the Health Passport on health behaviors, functional independence, and quality of life. ALOHA will also evaluate the cultural appropriateness of the Health Passport for diverse populations in Northern Virginia.

The program incorporates an interprofessional research model, engaging researchers from multiple health professions to work alongside older adults, supporting both participants' wellness and optimal aging.",2026-03-09,https://clinicaltrials.gov/study/NCT07180147
NCT07180719,Effectiveness of a Dementia Anti-Stigma Intervention in Rural Kenya,NOT_YET_RECRUITING,"[""Dementia""]",ALL,18.0,,[],"[""NA""]","[""Dementia anti stigma intervention""]","Inclusion Criteria:

* Residents of Mbooni Sub county
* Aged 18 years and above
* Able to speak the local language (Kamba)
* Have capacity to consent

Exclusion Criteria: Excluded

* Non residents of Mbooni Sub county
* Less than 18 years
* Do not speak the local language
* Have no capacity to consent","Stigma underlies many health disparities in Kenya, and dementia-related stigma is no different. Preliminary evidence highlights the short-term benefits of a dementia anti-stigma intervention in Kenya. The study aims to ascertain the long-term effectiveness of a locally developed dementia anti stigma intervention in order to establish a community resource that will improve dementia understanding, reduce stigma and improve health behaviours.

In AIM 1, the investigators will assess what public stigma towards people with dementia and their carers looks like in Kenya, through a survey (600). Individual interviews with 20 members of the general public who completed the survey will be conducted to explore what stigmatizing beliefs are held and why they form. Triangulation techniques will then be used to integrate quantitative and qualitative data. Reflecting on AIM 1 findings, the investigators will engage 20 key stakeholders to refine an existing anti-stigma intervention, to better target culturally specific misconceptions and negative beliefs about dementia (AIM2). In AIM 3, the investigators will determine the effectiveness of the intervention among members of the general public (n=184), through a stepped wedge cluster randomized trial (SWT).",2025-09-18,https://clinicaltrials.gov/study/NCT07180719
NCT07182019,Connecting Today to Combat Social Isolation and Loneliness,RECRUITING,"[""Dementia in Nursing Home"", ""Family"", ""Remote Visits""]",ALL,65.0,,"[""Canada""]","[""NA""]","[""Connecting Today""]","Inclusion Criteria:

Residents:

* are at least 65 years old
* are diagnosed with any type of dementia
* have a Cognitive Performance Score (CPS) indicating moderate to severe impairment (CPS 3-6).
* to participate, residents must also have people that self identify as a family member or friend of the person with dementia.

Remote visitors:

* are people that self-identify as a family member or friend of the person with dementia
* are people with whom the person with dementia desires contact
* are 18 or older
* understand and speak English.

Exclusion Criteria:

* All remote visitors are required to understand and speak English as this is necessary for the facilitator to support the call and for data to be collected.","The investigators developed Connecting Today, a feasible and highly acceptable remote visiting program that can support care home residents living with moderate to severe dementia to have video calls with their family members, friends, or care partners. The investigators will recruit 80 residents from 4 care homes, and their family members, friends, or care partners. All participants will be offered 60 minutes of Connecting Today per week for 6 weeks (in either the intervention group, or in the wait-list control group). An onsite care provider will be trained to tailor the video calls, and facilitate positive verbal and non-verbal engagement during the calls. The investigators will evaluate how Connecting Today affects outcomes for residents (quality of life, loneliness, and responsive behaviours) and their remote visitors (quality of life, loneliness, and social support). The investigators will assess how outcomes differ for men, women, and people with different perceptions and experiences of Connecting Today.",2026-07-01,https://clinicaltrials.gov/study/NCT07182019
NCT07182357,Designing Care Management for Hospice Transitions for Persons Living With Advanced Dementia,RECRUITING,"[""Alzheimer Disease and Related Dementias""]",ALL,18.0,,"[""United States""]","[""NA""]","[""Dementia Care Management Checklist for Hospice Transitions""]","Inclusion:

Care Partners and PLWD Dyad:

1. Care partners of PLWD who have a diagnosis of moderate to severe dementia.
2. Able to provide informed consent

HHC Professionals:

Care Managers and Field Nurses:

1. Care managers who regularly engage hospice transitions with care partners of PLWD
2. Age 18 or older

Medical Providers:

1. Medical providers (e.g., physicians and nurse practitioners) who refer patients for hospice enrollment.
2. Age 18 or older

HHC Administrators:

1. Home healthcare administrators who work with the Certified Home Health Agency or the Advanced Illness Management Program that refers patients to hospice care
2. Age 18 or older

Exclusion

Care Partner and PLWD Dyad

1. Under age 18
2. Care partners who are caring for PLWD with Mild Cognitive Impairment
3. PLWD with Mild Cognitive Impairment

HHC Professionals: Care Managers, Medical Providers, Administrators

1\. Do not have experience managing hospice transitions for PLWD","This study will test a care management intervention to guide end-of-life care and hospice transitions for persons with dementia and their care partners receiving home healthcare and ascertain feasibility, acceptability, fidelity, and usability of a dementia care management hospice transitions checklist. This study will also examine hospice enrollment, time to enrollment, and care partner satisfaction with the intervention. The intervention will be delivered within usual care management within a large home healthcare agency.",2026-07-08,https://clinicaltrials.gov/study/NCT07182357
NCT07182396,Effects of Video Games and Ball Tossing on Eye Hand Coordination in Elderly With Mild Cognitive Impairment.,RECRUITING,"[""Cognitive Dysfunction"", ""Cognitive Disorder"", ""Cognitive Decline""]",ALL,60.0,,"[""Pakistan""]","[""NA""]","[""Control Group"", ""Experimental Group""]","Inclusion Criteria:

* Older population aged from 60years and above
* Normal/ normal to corrected vision
* MoCA Score of 18-25 for screening / MCI patients
* Can do Independent ADLS
* Beery VMI Score: 80 and above score

Exclusion Criteria:

* History of head trauma, loss of consciousness, stroke, rapid cognitive decline
* Diagnosis of mental illness/neurocognitive disorders
* Diagnosed Vestibular disorders
* Hearing, vision and communication impairments","One of the key challenges faced by individuals with mild cognitive impairment (MCI) is the decline in cognitive and motor abilities, particularly eye-hand coordination (EHC), which is essential for performing daily activities and maintaining independence. Impaired EHC can severely affect the quality of life in older adults, leading to difficulties in performing routine tasks like dressing, eating, and bathing, and increasing dependency on caregivers.

Signs and symptoms include difficulty with precise movements like buttoning clothes, spilling drinks while pouring, struggling to catch a ball, messy handwriting. This study aims to explore and compare the effectiveness of two interventions-video games and ball tossing exercises-in improving Eye-hand coordination (EHC) in older adults with Mild Cognitive Impairment (MCI).

Key outcome measures, including the Beery-Buktenica Developmental Test of Visual-Motor Integration (Beery VMI) and its supplemental test visual perception test and motor coordination test, will evaluate the effectiveness of the interventions on eye hand coordination.

We will include older adults with 60 and above age with MoCA score of 18-25(MCI patients), who can do independent ADLs and beery vmi score of 80 and above.

The participants would be assessed at the start of intervention through MoCA scale for MCI screening and Beery VMI testing method for Eye Hand Coordination for inclusion score.",2025-09-19,https://clinicaltrials.gov/study/NCT07182396
NCT07185867,Prevention of ANxiety and Depression Over Risk Assessment,NOT_YET_RECRUITING,"[""Depression"", ""Anxiety"", ""Prevention"", ""m-Health""]",ALL,18.0,65.0,"[""Spain""]","[""NA""]","[""Pandora-1 app with high levels of personalization, interaction, monitoring and feedback"", ""Pandora-2 app with low levels of personalization, interaction, monitoring and feedback""]","Inclusion Criteria:

* Informed consent acceptance
* Having a valid telephone number
* Ownership of an Apple-Android-operating smartphone with an internet connection
* 18-65 years old
* Habitually reside (\> 6 months/year) in Spain or Chile

Exclusion Criteria:

* Difficulty reading and/or understanding Spanish
* Suffer from disabling neurological conditions (dementia, blindness, etc.) that makes it difficult to use smartphone, terminal illness with a life expectancy \< 12 months, a history of severe mental disorders confirmed by a healthcare professional (schizophrenia or psychosis, bipolar, anoxeria, bulimia or personality disorders), having alcohol or substance use disorder within the past year
* Currently receiving face to face or via internet psychological treatment (currently taking antidepressants or anxiolytics is not an exclusion criterion, but their use will be taken into account throughout the follow-up)
* Presence of clinically relevant anxiouys (GAD-7 score ≥ 10 points) or depressive symptoms (PHQ-9 score ≥ 10 points).","The general goal is to design, develop and evaluate a personalized, self-guided and trans-diagnostic internet-based intervention to prevent anxiety and depression, based on predictive risk algorithms and decision support systems (DSS), in Spanish and Chilean adult population.

Methods: We will conduct a three-arm parallel randomized controlled trial with one year of follow-up. A total of 2,595 depression- or/and anxiety-free participants (865 per group), aged 18-65, will be recruited and randomly assigned to one of two intervention groups or to the usual-care group (in a 1:1:1 ratio). Both interventions, Pandora-1 and Pandora-2, will be implemented via a smartphone application, the Pandora App. Pandora-1 is a self-guided and transdiagnostic intervention that includes 4 interactive intervention modules (move more, sleep better, improve relationships and emotional well-being), as well as predictive risk algorithms, decision support systems, and monitoring and feedback to implement personalized plans for the prevention of anxiety and depression. Pandora-2 is a psycho-educative intervention with predictive risk algorithms, minimally interactive and without personalization. The primary outcome is the combined rate of the onset of anxiety or depression (DSM-V diagnoses as measured by the CIDI interview) at 6 and 12 months. The secondary outcomes are the reduction of depressive (PHQ-9) and anxious (GAD-7) symptoms, risk of depression and anxiety (predictD and predictA risk algorithms), and the improvement of mental \& physical quality of life (SF-12), as well as acceptation and satisfaction with Pandora apps (u-MARS) and adverse effects (ad hoc questionnaire), which will be assessed at 1, 6 and 12 months. As mediators will be measured social support (Duke-UNC-2 items), physical activity (BPAQ-2), sleep (AIS-5), and repetitive negative thinking (PTQ-9) evaluated at 1, 6 and 12 months. We will use ActiGraph-GT3X accelerometers to assess physical activity and sleep at 1 and 6 months, in a subsample of 404 sedentary study participants.",2025-09-22,https://clinicaltrials.gov/study/NCT07185867
